track_name,artists,album_name,duration_minutes,valence,energy,tempo,popularity,My_Rating,Vibe_Category
Accordia,Adriatique;Marino Canal,All I Ever Wanted,6.139766666666667,0.277,0.602,122.996,39,,Chill/Casual
Oh Baby,Seizo,Oh Baby,2.6649166666666666,0.39,0.8,124.022,55,,Chill/Casual
Yaz Günü,Hadise,Tavsiye,3.6275666666666666,0.673,0.592,105.979,57,,Chill/Casual
Moderation (At Night),Westend;Role-Models;Eluera,Moderation (At Night),2.912,0.311,0.856,124.965,53,,Chill/Casual
One Day,Daniel Glaven;Eredaze,One Day,2.733616666666667,0.283,0.521,124.086,42,,Chill/Casual
Talk,Ilkay Sencan;INNA,Talk,2.9038,0.414,0.791,119.939,44,,Chill/Casual
Safe,Monkey Safari,Safe,8.360816666666667,0.605,0.725,123.999,50,,Party Anthem
Would You,Y.V.E. 48,Would You,2.4482666666666666,0.222,0.419,116.029,50,,Chill/Casual
Destination,DLMT;Mahalo,Destination,3.0894,0.356,0.884,121.981,49,,Chill/Casual
Horizon,LYOD,Horizon,2.8257166666666667,0.393,0.693,100.037,56,,Chill/Casual
Nova,Tale Of Us,Realm Of Consciousness Pt. III,7.375416666666666,0.069,0.394,123.001,46,,Sad/Moody
Beautiful,Deepend;Griff Clawson,Beautiful,2.9166666666666665,0.187,0.503,104.98,56,,Chill/Casual
Hold Tight (feat. Darla Jade),BLOND:ISH;Nico de Andrea;Darla Jade,Hold Tight (feat. Darla Jade),3.0949333333333335,0.287,0.862,118.001,50,,Chill/Casual
Tantrum,Nora En Pure,Tantrum,3.8252,0.145,0.956,123.001,49,,Chill/Casual
Gonna Be Alright,Kav Verhouzer;Ben Alessi,Gonna Be Alright,2.7569666666666666,0.753,0.817,111.053,40,,Party Anthem
On My Way,LYOD;Tom Auton,On My Way,3.1538333333333335,0.216,0.762,112.982,51,,Chill/Casual
Arms Around Me,Starley,Arms Around Me,3.0227166666666667,0.625,0.684,114.068,56,,Party Anthem
Be Cool,Embody;Marco Foster;Bailey,Be Cool,3.498666666666667,0.653,0.849,98.014,49,,Party Anthem
Planet In The Sky (feat. MKLA),Klingande;Merk & Kremont;MKLA,Planet In The Sky (feat. MKLA),3.29365,0.318,0.736,125.937,48,,Chill/Casual
Waiting for Life,Lucas Estrada;Vigiland;Wahlstedt,Waiting for Life,2.9918666666666667,0.313,0.721,123.013,50,,Chill/Casual
In Your Eyes (feat. Alida) - LUM!X Remix,Robin Schulz;Alida;LUM!X,In Your Eyes (feat. Alida) [LUM!X Remix],3.398433333333333,0.694,0.777,128.017,54,,Party Anthem
Gravity,Monkey Safari;Delhia De France,Love Will Set U Free,5.4945,0.461,0.693,125.011,48,,Chill/Casual
Close To You,Brando,Close To You,2.77905,0.603,0.797,116.999,49,,Party Anthem
Packard - Blomqvist & Schories Sunrise Mix,Oliver Schories;Jan Blomqvist,Packard,6.02135,0.142,0.615,122.89,46,,Chill/Casual
Mount Fuji,Nora Van Elken,Sakura,2.686533333333333,0.0616,0.781,113.988,51,,Chill/Casual
Revision feat Giovanni - Original Mix,Maceo Plex;Program2;Giovanni,Revision feat. Giovanni,6.522216666666667,0.229,0.667,128.019,46,,Chill/Casual
Here Comes The Sun,Viva La Panda,Here Comes The Sun,2.816,0.0715,0.777,124.97,58,,Chill/Casual
California Dreamin’ (feat. High Jinx) (Vintage Culture Remix),Chris Lorenzo;Vintage Culture;High Jinx,California Dreamin’ (feat. High Jinx) (Vintage Culture Remix),3.0625,0.13,0.778,128.042,58,,Chill/Casual
Sumatra,Nora Van Elken,Skyforest,2.93845,0.156,0.735,115.998,51,,Chill/Casual
Love In California,Viva La Panda;José Lucas;Bloke & Bird,Love In California,2.9194833333333334,0.501,0.773,117.985,50,,Chill/Casual
Waiting for Life - Arem Ozguc & Arman Aydin Remix,Lucas Estrada;Vigiland;Wahlstedt;Arem Ozguc;Arman Aydin,Waiting for Life (The Remixes),2.6111,0.345,0.941,125.986,50,,Chill/Casual
Hunching,Alex Preston,Toolroom Amsterdam 2022,3.1496,0.348,0.962,126.99,2,,Chill/Casual
Nichts feat. Haexxa,Alfred Heinrichs;Haexxa,IAM ALFRED HEINRICHS feat. Haexxa,5.696833333333333,0.489,0.458,142.999,28,,Chill/Casual
Elevate,Gorgon City;Anne-Marie,Sirens,3.695333333333333,0.403,0.808,121.984,38,,Chill/Casual
What I Might Do,Ben Pearce,What I Might Do (Radio Edit),3.2622833333333334,0.385,0.644,122.04,54,,Chill/Casual
Leftover Love,Lucas Estrada;Pawl;Clara Mae,Leftover Love,3.1454,0.63,0.793,107.038,38,,Party Anthem
Me & U,Caru,Me & U,2.65035,0.238,0.852,122.984,59,,Chill/Casual
Stay With Me,Chris Lake,Stay With Me,3.7429333333333332,0.241,0.846,123.994,50,,Chill/Casual
Kiss Me,Lucas Estrada;AJ Salvatore;Calica,Kiss Me,2.4444666666666666,0.122,0.685,107.938,46,,Chill/Casual
Gravity (Flyboy Remix feat. French Horn Rebellion & Flyboy),Autograf;French Horn Rebellion;Flyboy,Gravity / Dead Soon (Remixes),3.5326666666666666,0.153,0.565,120.042,49,,Chill/Casual
Ex,Ilkan Gunuc,Ex,2.41,0.44,0.725,99.967,41,,Chill/Casual
Remember,DRAY,Remember,3.1491833333333332,0.524,0.874,124.058,57,,Chill/Casual
Astral,Tale Of Us;Mind Against,Astral,6.71045,0.214,0.859,123.983,46,,Chill/Casual
It's On Me,Lucas Estrada;NSH;Alon;Stef Classens,It's On Me,2.4067666666666665,0.492,0.863,118.246,51,,Chill/Casual
Willst du - Radio Mix,Robin Schulz;Alligatoah,Prayer,3.177416666666667,0.684,0.669,123.933,56,,Party Anthem
Life,Ferreck Dawn;Izzy Bizu,Life,2.84925,0.46,0.728,125.05,56,,Chill/Casual
You're a Superstar,Tep No,You're a Superstar,2.3677,0.334,0.73,120.006,51,,Chill/Casual
Love Like This,Benjamin Darren;Audiosonic,Love Like This,2.6332333333333335,0.56,0.755,125.967,59,,Chill/Casual
Chasing Love (Blake Leisurely Remix),Colour Castle;Ruby Turner;Blake Leisurely,Chasing Love (Blake Leisurely Remix),3.5554833333333336,0.738,0.948,126.009,19,,Party Anthem
Oh Baby,Seizo,Oh Baby,2.6649166666666666,0.39,0.8,124.022,55,,Chill/Casual
Sad,Furkan Sert;Elnur Mikayilov,Sad,3.3208333333333333,0.247,0.453,100.034,42,,Chill/Casual
Be Someone,CamelPhat;Jake Bugg,Dark Matter,3.40945,0.356,0.788,121.99,53,,Chill/Casual
In da Club,Tony Junior;Luis Rodriguez,In da Club,4.0,0.245,0.871,125.994,37,,Chill/Casual
Oh Child,Robin Schulz;Piso 21,Oh Child,3.25435,0.688,0.628,97.012,53,,Party Anthem
Human,Roman Müller;Ellysse Mason,Human,2.4208333333333334,0.247,0.527,119.986,57,,Chill/Casual
Feel My Needs - Purple Disco Machine Remix,WEISS;Purple Disco Machine,Feel My Needs (Purple Disco Machine Remix),3.83605,0.903,0.896,122.011,60,,Party Anthem
After Life (feat. Stacy Barthe),Tchami;Stacy Barthe,After Life (feat. Stacy Barthe),4.888883333333333,0.078,0.903,125.989,52,,Chill/Casual
Globe Trotter,Vijay & Sofia Zlatko;Alexia,Globe Trotter,2.9855,0.542,0.584,119.014,47,,Chill/Casual
To Let Myself Go,The Avener;Ane Brun,The Wanderings Of The Avener,4.236,0.601,0.842,118.038,53,,Party Anthem
Deep Inside,Maur,Deep Inside,3.3772166666666665,0.497,0.936,126.027,62,,Chill/Casual
Your Body,Osman Altun,Your Body,3.2619,0.248,0.808,126.037,48,,Chill/Casual
End of All Hopes,Furkan Sert,End of All Hopes,3.2500333333333336,0.52,0.448,110.001,41,,Chill/Casual
Even If You Don't,Lulleaux,Even If You Don't,2.6033833333333334,0.376,0.794,120.992,51,,Chill/Casual
Just the Two of Us,Sunmoon,Just the Two of Us,2.2984833333333334,0.406,0.56,100.102,52,,Chill/Casual
All With Love,Ömer Balık,THE Arrival,3.4007,0.278,0.462,104.993,45,,Chill/Casual
Autumn Leaves,Planetopia,Autumn Leaves,2.58035,0.226,0.617,112.041,54,,Chill/Casual
Rave Is Our Religion,Olly James;Rave Republic,Rave Is Our Religion,2.8222,0.0732,0.989,145.827,56,,Chill/Casual
Tribe of Kindness,Nora En Pure,Tribe of Kindness,3.7049166666666666,0.0714,0.788,121.986,51,,Chill/Casual
Coconut Grove,Deep Chills,Coconut Grove,2.46675,0.956,0.725,119.998,53,,Party Anthem
"Cheer Up, My Brother",HNNY,Sunday,5.096266666666667,0.315,0.263,107.991,60,,Sad/Moody
Heavy Heart,GAMPER & DADONI;Mark Wilkinson,Heavy Heart,2.7832166666666667,0.595,0.526,123.995,55,,Chill/Casual
Odin,Tony Junior;Apaztron,Odin,3.8625,0.0502,0.961,105.026,48,,Chill/Casual
Cut Me Loose - Edit,Jethro Heston;Max Marshall,Cut Me Loose (Edit),3.3688,0.739,0.802,121.967,62,,Party Anthem
Arabian Night - Dub Mix,Da Real Emkay,Babylonia,6.710816666666667,0.131,0.649,117.001,28,,Chill/Casual
Perfect (For Somebody Else) [feat. Dewain Whitmore],GAMPER & DADONI;Dewain Whitmore,Perfect (For Somebody Else) [feat. Dewain Whitmore],2.8272166666666667,0.578,0.744,128.036,50,,Chill/Casual
Hold This Memory,Deepend;Madism,Hold This Memory,2.66785,0.578,0.71,119.951,57,,Chill/Casual
Superman,Black Coffee;Bucie,Africa Rising,6.709333333333333,0.609,0.846,124.011,28,,Party Anthem
Lost (with Angelos feat. Jinadu),Black Coffee;Angelos;Jinadu,Subconsciously,6.082516666666667,0.464,0.568,119.985,46,,Chill/Casual
Fantasy,Saxity;Victor Perry;Robbie Rosen,Romantic Ocean,2.5161166666666666,0.304,0.534,124.04,28,,Chill/Casual
Xelela Abazali,Deep Sen;KingTalkzin;KnightSA;Russell Zuma,Xelela Abazali,6.57335,0.67,0.651,117.016,29,,Party Anthem
Out Of Love - Acoustic,Koni;AC15;Sam Knight,Romantic Ocean,3.414816666666667,0.297,0.498,98.061,28,,Chill/Casual
Sehnsucht,Alfred Heinrichs,IAM ALFRED HEINRICHS feat. Haexxa,5.14285,0.0506,0.338,140.005,28,,Sad/Moody
First Time,M-22;Medina,First Time,3.148633333333333,0.219,0.838,124.03,57,,Chill/Casual
All Of Me,Teddy Beats;Britt Lari,All Of Me,3.62105,0.388,0.587,190.07,25,,Chill/Casual
Crossroad,Ömer Balık,Crossroad,2.75,0.247,0.45,96.007,41,,Chill/Casual
"Breathe, Be Happy",Tep No,"Breathe, Be Happy",2.66165,0.437,0.67,99.966,57,,Chill/Casual
I Feel It,Leftwing : Kody,I Feel It,2.5875,0.887,0.954,125.967,56,,Party Anthem
Melodia,Syn Cole,Melodia,2.7741833333333332,0.655,0.757,123.964,37,,Party Anthem
Lovers + Strangers,Starley,Lovers + Strangers,2.975,0.652,0.69,110.214,44,,Party Anthem
Caught In The Rain,Ferreck Dawn;Guz;L.I.T,Caught In The Rain,2.38,0.217,0.89,124.989,56,,Chill/Casual
One Drink,DLMT,One Drink,3.547416666666667,0.454,0.838,123.995,52,,Chill/Casual
Blame,Roman Müller;Matt Wills,Blame,2.65,0.659,0.692,94.998,51,,Party Anthem
La La La,CID,La La La,3.12985,0.791,0.878,126.015,45,,Party Anthem
Make You Mine,Tensnake,L.A.,3.7392166666666666,0.314,0.751,122.979,52,,Chill/Casual
More,Jan Blomqvist;Elena Pitoulis,Remote Control,8.782233333333334,0.04,0.464,124.031,44,,Chill/Casual
Bright Lights,Kisch,Bright Lights,2.3943166666666666,0.412,0.861,123.996,56,,Chill/Casual
Let Me,Ilkay Sencan;Mert Hakan,Let Me,3.0484666666666667,0.488,0.799,124.006,43,,Chill/Casual
Blackout,Lexer,Blackout,6.621033333333333,0.407,0.598,124.0,33,,Chill/Casual
Stir Me Up,Hadise,Düm Tek Tek,3.472916666666667,0.449,0.809,210.095,51,,Chill/Casual
Dopamine,Purple Disco Machine;Eyelar,Dopamine,3.612833333333333,0.873,0.805,117.987,48,,Party Anthem
Catch My Love,Noizu;Disciples;MOYA,Catch My Love,2.476183333333333,0.652,0.851,126.012,55,,Party Anthem
Nightmares,Chris Lake;Cloonee,Nightmares,2.7504,0.488,0.819,128.043,49,,Chill/Casual
Just a Dream,Nora Van Elken,Just a Dream,2.4923,0.452,0.829,106.977,51,,Chill/Casual
Don't Stop Now,Ben Phipps;Sam DeRosa,Don't Stop Now,2.4893666666666667,0.275,0.648,107.026,38,,Chill/Casual
Heartbeat - Alex Schulz Remix,Autograf;Alex Schulz,Heartbeat Remixes,3.3613666666666666,0.0549,0.702,123.932,51,,Chill/Casual
Pancake (feat. Ashnikko),JADED;Ashnikko,Pancake (feat. Ashnikko),3.2339333333333333,0.585,0.876,125.962,50,,Chill/Casual
I Miss You,Embody,I Miss You,2.933333333333333,0.862,0.828,105.024,48,,Party Anthem
Say Yeah,James Hype,Say Yeah,3.753633333333333,0.155,0.988,125.993,55,,Chill/Casual
Walk With You,Autograf;Janelle Kroll,The Ace Of You,2.8373333333333335,0.255,0.612,114.032,53,,Chill/Casual
Palmtree - Balduin Remix,Mandelbarth;Balduin,Palmtree,3.533333333333333,0.395,0.617,119.983,55,,Chill/Casual
Into You,Sonny Fodera;Sinéad Harnett,Rise,3.580633333333333,0.929,0.713,123.999,56,,Party Anthem
Recognise,Mike Mago,Recognise,2.6106833333333332,0.152,0.955,124.06,50,,Chill/Casual
Broke In Amsterdam,CALVO,Broke In Amsterdam,2.9228,0.711,0.722,105.995,52,,Party Anthem
The Age Of Rave,Olly James,The Age Of Rave,3.0704833333333332,0.237,0.917,142.045,51,,Chill/Casual
State Of Mind,Lucas Estrada;Nathan Nicholson,State Of Mind,2.84535,0.436,0.822,124.016,55,,Chill/Casual
I'm The One - Tyron Hapi Remix,Junge Junge;Tyron Hapi,I'm The One (Remixes),2.635283333333333,0.266,0.566,100.095,49,,Chill/Casual
Soul Sacrifice,Dombresky,Soul Sacrifice,3.8701833333333333,0.863,0.934,126.035,58,,Party Anthem
White Flag - nowifi Remix,Lucas Estrada;Charming Horses;Sarah de Warren;nowifi,White Flag (nowifi Remix),2.3247833333333334,0.331,0.617,117.078,55,,Chill/Casual
No Drama (feat. Craig David),James Hype;Craig David,No Drama (feat. Craig David),2.55515,0.758,0.934,122.018,57,,Party Anthem
The Calling,Chris Lorenzo;Chris Lake,The Calling,3.9365,0.323,0.459,125.982,27,,Chill/Casual
I Wanna Dance With Somebody (Who Loves Me) - Summer Edit,Nora Van Elken,I Wanna Dance With Somebody (Who Loves Me) [Summer Edit],2.5076833333333335,0.385,0.802,118.022,56,,Chill/Casual
Playbox,Purple Disco Machine,Exotica,3.8505166666666666,0.603,0.905,124.823,44,,Party Anthem
The Deeper I Fall,Saxity;Robbie Rosen,Romantic Ocean,2.7721666666666667,0.751,0.741,128.068,27,,Party Anthem
Picasso,Saxity,Romantic Ocean,4.190466666666667,0.442,0.548,104.993,27,,Chill/Casual
You Found Me,Saxity;Victor Perry,Romantic Ocean,3.3398,0.51,0.758,102.956,27,,Chill/Casual
Beautiful People,Crazy P,The Wicked Is Music,6.57,0.966,0.655,125.992,28,,Party Anthem
Joy,Enosoul;Da Vynalist,14 Hours of House EP,6.5659833333333335,0.515,0.798,115.994,27,,Chill/Casual
Tribute to Chronical Deep - Atmospheric Mix,Roctonic SA;Home-Mad Djz,Altitude of House Music Vol. 1,6.171,0.228,0.534,115.014,27,,Chill/Casual
Try Yazz,Two Without Hats,"Micmac's Greatest Freestyle Hits!, Vol. 1",5.556666666666667,0.529,0.875,122.165,28,,Chill/Casual
Be Someone,CamelPhat;Jake Bugg,Be Someone,3.40945,0.356,0.788,121.99,54,,Chill/Casual
Imagination,Gorgon City;Katy Menditta,Sirens (Deluxe),3.6326666666666667,0.402,0.701,121.989,51,,Chill/Casual
Nu Vreau,Mahmut Orhan;Irina Rimes,Nu Vreau,3.21915,0.442,0.756,97.944,46,,Chill/Casual
Sleepless,D.O.D,Sleepless,3.0955,0.644,0.717,126.053,60,,Party Anthem
Toluca Lake,Tep No,Toluca Lake,3.7481166666666668,0.743,0.692,114.987,49,,Party Anthem
White Lies,The Him,White Lies,3.0675666666666666,0.429,0.636,111.004,36,,Chill/Casual
What I'd Give,LVNDSCAPE,What I'd Give,3.1886833333333335,0.513,0.669,107.02,52,,Chill/Casual
I've Fallen for You,Tom Redwood,I've Fallen for You,3.2962833333333332,0.29,0.532,107.983,53,,Chill/Casual
Ritual,Pleasurekraft,Umbilicis Universalis,7.015383333333333,0.0736,0.753,129.993,38,,Chill/Casual
Wild Night,Michael Calfan;Hannah Boleyn,Wild Night,2.146333333333333,0.48,0.848,122.88,53,,Chill/Casual
Problems,Alex Adair,Problems,2.7708333333333335,0.156,0.67,119.939,57,,Chill/Casual
Isolate,D.O.D,Isolate,2.985116666666667,0.381,0.884,126.04,55,,Chill/Casual
Walk Away (feat. Kaptan),LVNDSCAPE;Kaptan,Walk Away (feat. Kaptan),3.0935333333333332,0.343,0.778,97.97,45,,Chill/Casual
Can’t Stop Loving You,M-22,Can’t Stop Loving You,3.0898833333333333,0.374,0.847,124.002,51,,Chill/Casual
Necessity,Rampa,Secret Weapons (Part 8),7.830133333333333,0.126,0.492,120.003,44,,Chill/Casual
Kerching,Joshwa;JADED;Eliza Legzdina,Kerching,2.9767333333333332,0.671,0.761,129.023,49,,Party Anthem
Show Me,Teddy Beats;Jolee Nikoal,Show Me,3.2761833333333334,0.167,0.638,105.005,53,,Chill/Casual
Not About You,Walker & Royce;Nala,Not About You,2.95135,0.363,0.864,127.98,53,,Chill/Casual
Adidas & Pearls,Solardo;Vintage Culture;LOWES,Adidas & Pearls,3.488,0.433,0.893,125.0,59,,Chill/Casual
All of Me,Lucas Estrada;Moonshine;Heleen,All of Me,2.6872666666666665,0.244,0.67,119.929,48,,Chill/Casual
Let's Stay Together,Keys & Copper;Shanna Michelle,Let's Stay Together,2.2380833333333334,0.571,0.652,105.045,61,,Chill/Casual
Fever,HUGEL;Quarterhead,Fever,2.7457833333333332,0.637,0.801,123.984,46,,Party Anthem
I Can't Be - Radio Mix,Hakan Akkus,I Can't Be,3.2335833333333333,0.44,0.819,119.998,44,,Chill/Casual
Run Free - LODE Remix,Deep Chills;IVIE;LODE,Run Free (The Remixes),2.9492166666666666,0.471,0.589,102.054,27,,Chill/Casual
When The World Stops Turning - Quiet Mix,Chris Malinchak,When The World Stops Turning (Quiet Mix),3.792,0.409,0.695,119.005,51,,Chill/Casual
Bipolar Disorder - Radio Edit,Kaiserdisco,Paranoid,3.45,0.192,0.853,129.999,49,,Chill/Casual
Last Thought (feat. MKLA),Sonny Fodera;Vintage Culture;MKLA,Last Thought (feat. MKLA),3.9764166666666667,0.0914,0.656,124.005,53,,Chill/Casual
Need U - Spotify Singles,Sonny Fodera;Raphaella,Need U - Spotify Singles,2.56695,0.788,0.772,121.98,51,,Party Anthem
Am I Dreaming (feat. Megan Brands),Mike Mago;MAU;Mohka;Megan Brands,Am I Dreaming (feat. Megan Brands),2.9516,0.247,0.823,123.904,52,,Chill/Casual
Clap,Ilkay Sencan,Clap,2.25,0.323,0.914,128.016,48,,Chill/Casual
My Paradise - Vintage Culture Remix,Jamie Jones;Vintage Culture,My Paradise (Vintage Culture Remix),2.8440833333333333,0.467,0.892,128.008,59,,Chill/Casual
Liberation - Extended Mix,Harold van Lennep,Liberation,4.44105,0.586,0.664,100.023,54,,Chill/Casual
About You,Sonny Fodera;Biscits,About You,3.6416666666666666,0.611,0.868,125.984,55,,Party Anthem
Wherever You Go,Daniel Glaven;Will Church,Wherever You Go,2.472916666666667,0.251,0.736,120.035,54,,Chill/Casual
Liberation - Re-Edit,Harold van Lennep,Liberation (Re-Edit),2.9359333333333333,0.313,0.759,103.015,54,,Chill/Casual
Count On Me,Hogland;Charlie South,Holy,3.441666666666667,0.374,0.852,189.64,49,,Chill/Casual
Die Hard (feat. Emelie Cyréus),Refeci;Emelie Cyréus,Die Hard (feat. Emelie Cyréus),3.567833333333333,0.253,0.702,148.071,37,,Chill/Casual
Fall To Pieces (feat. Jex),Michael Calfan;Selva;Jex,Fall To Pieces (feat. Jex),2.8606666666666665,0.552,0.75,122.022,52,,Chill/Casual
Satellite (feat. Arinn),Tobtok;Arinn,Satellite (feat. Arinn),2.7258,0.678,0.736,123.937,50,,Party Anthem
Will You Stay (feat. Georgia Alexandra) [Rivo Remix],Melih Aydogan;Georgia Alexandra;Rivo,Will You Stay (feat. Georgia Alexandra) [Rivo Remix],2.7736,0.291,0.546,123.976,46,,Chill/Casual
Don't Tell Me I Can't Have It,Sons Of Maria,Don't Tell Me I Can't Have It,3.1295333333333333,0.0681,0.669,109.998,57,,Chill/Casual
Heaven Is A Place On Earth,Nora Van Elken,Heaven Is A Place On Earth,2.5769166666666665,0.307,0.845,122.854,55,,Chill/Casual
Who Else,Deep Chills,Who Else,2.177583333333333,0.782,0.798,120.042,45,,Party Anthem
Elevator (Going Up) - Album Mix,Louie Vega;Monique Bingham,Louie Vega Starring...XXVIII,5.096883333333333,0.429,0.673,122.991,27,,Chill/Casual
Never Need,Hogland;Charlie South,Never Need,3.2875833333333335,0.674,0.637,91.952,54,,Party Anthem
Fallin,Oscar Mbo;C-Blak,Fallin,6.565,0.595,0.517,118.009,28,,Chill/Casual
I Wanna Dance With Somebody - UK Edit,Nora Van Elken,I Wanna Dance With Somebody,2.2419333333333333,0.238,0.889,124.043,60,,Chill/Casual
Burning Love,Saxity;Jolie Adamson,Romantic Ocean,2.4132333333333333,0.784,0.744,127.042,27,,Party Anthem
Raf,Deeperise;Jabbar,Raf,4.1237,0.135,0.436,97.009,62,,Chill/Casual
Deli Kız,Buray,Deli Kız,3.2597,0.717,0.837,98.017,58,,Party Anthem
Promesses - Radio Edit,Tchami;Kaleem Taylor,Promesses,2.6595333333333335,0.506,0.782,124.088,59,,Chill/Casual
Free Your Body,Chris Lake;Solardo,Free Your Body,4.49,0.821,0.922,124.995,54,,Party Anthem
Radio Love,Lucas Estrada;NEIMY;Pawl,Radio Love,2.83195,0.46,0.756,120.021,39,,Chill/Casual
Naked,Lucas Estrada;Wahlstedt;AMAYA,Naked,3.2753833333333335,0.251,0.837,123.989,41,,Chill/Casual
Didn't Know,Tom Zanetti,Didn't Know,2.8149333333333333,0.484,0.459,125.939,61,,Chill/Casual
Still Love You,Dallerium;MKDN,Still Love You,2.9798833333333334,0.104,0.854,124.019,53,,Chill/Casual
Lana Del Dre,Tep No,Chasing Highs,3.8328333333333333,0.461,0.506,130.071,44,,Chill/Casual
Said Goodbye,Knoxa;Jordan Shaw,Said Goodbye,3.1935333333333333,0.689,0.775,123.995,46,,Party Anthem
Lost,Refeci;Michel Fannoun,Lost,3.2745,0.104,0.443,101.993,49,,Chill/Casual
Find A Way,OFFAIAH,Find A Way,1.8875166666666667,0.608,0.814,124.041,54,,Party Anthem
Found U,Dimmi;Zeeba,Found U,2.9837833333333332,0.522,0.644,122.008,43,,Chill/Casual
Bangalora,Pablo Fierro,Bangalora,7.786883333333333,0.101,0.845,122.008,32,,Chill/Casual
Never Leave You,Lucas Estrada;Matvey Emerson;James Carter;MKLA,Never Leave You,2.9101,0.554,0.815,120.02,41,,Chill/Casual
She Moves,Alle Farben;Graham Candy,Synesthesia,3.2891,0.627,0.497,116.98,57,,Chill/Casual
Kaya,Androma,Kaya,2.602,0.298,0.925,118.974,54,,Chill/Casual
Lovers Friends,MÖWE;Daniel Nitt,Lovers Friends,3.7651,0.861,0.725,100.017,44,,Party Anthem
Moving Blind,Sonny Fodera;Dom Dolla,Moving Blind,3.2163833333333334,0.363,0.877,121.998,40,,Chill/Casual
Antibodies,Tensnake;Cara Melín,L.A.,3.3336833333333336,0.831,0.814,118.032,54,,Party Anthem
The Music,Kideko;Saffron Stone,The Music,2.4402,0.756,0.855,123.988,55,,Party Anthem
Undo My Heart,Karen Harding;Digital Farm Animals,Undo My Heart,3.0069833333333333,0.343,0.873,122.998,50,,Chill/Casual
Snakes On My Chest,Ilkan Gunuc;Oliver Cricket,Snakes On My Chest,2.9090833333333332,0.467,0.797,110.058,44,,Chill/Casual
Run Free (with HUTS),Deep Chills;HUTS,Run Free (with HUTS),2.2203333333333335,0.411,0.85,117.913,33,,Chill/Casual
Imagining (feat. Gabrielle Aplin),Michael Calfan;Gabrielle Aplin,Imagining (feat. Gabrielle Aplin),2.903216666666667,0.391,0.668,124.015,49,,Chill/Casual
Better Now,Deepend;Mathieu Koss;Janieck,Better Now,2.817466666666667,0.422,0.684,111.038,52,,Chill/Casual
Fading,Alle Farben;ILIRA,Fading,3.4502166666666665,0.685,0.76,122.072,56,,Party Anthem
Losing You,Zac Samuel,Losing You,4.291833333333333,0.633,0.705,121.996,26,,Party Anthem
Believe Me - Remix,Navos;Jaykae,Believe Me (Remix),2.23815,0.519,0.9,124.961,55,,Chill/Casual
Mind Blown,Syn Cole,Mind Blown,2.693216666666667,0.962,0.868,122.002,54,,Party Anthem
